1.1.a.1: Survey Date,Region P-CODE,Zone P-CODE,Woreda P-CODE,1.4.a.1: Site Open Date,1.5.e.1: Displacement Reason,1.5.b.1: Region (Largest IDP group) ,1.5.b.2: Zone (Largest IDP group),1.5.b.3: Woreda (Largest IDP group),1.5.c.1: Region (2nd largest IDP group),1.5.c.2: Zone (2nd largest IDP group),1.5.c.3: Woreda (2nd largest IDP group),2.1.a.1: Total HHs,2.1.b.1: Total Individuals,2.3.c.1: Date of arrival of first IDP group,2.3.c.2: Is date known for arrival of last IDP group,2.3.c.2: Date of arrival of last IDP group,2.3.b.4: Have IDPs been displaced previously?,2.3.j.1: IDPs leaving place of displacement?,2.3.e.7: Are there factors which are preventing the largest IDP group from returning?,2.3.e.7: Accessibility,2.3.e.7: Lack of food,2.3.e.7: House damaged/destroyed,2.3.e.7: Lack of safety/security,2.3.e.7: No livelihood,2.3.e.7: Basic infrastructures damaged/flooded,2.3.l.1: What durable solution do majority of IDPs perfer at the site?,2.3.l.2: What support do majority of the IDPs need to return or locally reintegrate?,2.3.l.2: Livelihood,2.3.l.2: Land/Resources,2.3.l.2: ID/Documentation,2.3.l.2: Access to services,2.3.l.2: Safety & Security,2.3.l.2: Livestock/Restocking
27 November 2017,ET04,ET0412,ET041208,21-09-2017,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,218,1395,21-09-2017,Yes,03-10-2017,Yes,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
28 September 2017,ET04,ET0412,ET041208,14-09-2017,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,115,799,14-09-2017,Yes,16-09-2017,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,Safety and Security,No,No,No,No,Yes,No
26 September 2017,ET04,ET0412,ET041208,06-09-2017,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,453,3918,06-09-2017,Yes,08-09-2017,Yes,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,safety and security livestock restocking,No,No,No,No,Yes,Yes
01 November 2017,ET04,ET0412,ET041220,06-09-2017,Conflict,ET04,ET0412,ET041220,Oromia,Borena,Dhaas,1090,8747,06-09-2017,Yes,15-09-2017,No,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Reintegration,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
01 November 2017,ET04,ET0412,ET041220,06-09-2017,Conflict,ET04,ET0412,ET041220,Oromia,Borena,Dhaas,1100,8168,06-09-2017,Yes,16-09-2017,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Reintegration,livelihood id documentation access services safety and security,Yes,No,Yes,Yes,Yes,No
27 November 2017,ET04,ET0410,ET041014,14-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,185,818,14-09-2017,Yes,10-11-2017,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,livelihood land resources id documentation access services,Yes,Yes,Yes,Yes,No,No
13 November 2017,ET04,ET0410,ET041010,15-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Siti,Gota-Biki,115,576,15-09-2017,Yes,20-09-2017,Yes,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
14 November 2017,ET04,ET0410,ET041010,15-09-2017,Conflict,ET05,ET0501,ET050198,Somali,Siti,Shinile,135,675,15-09-2017,Yes,20-09-2017,Yes,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
14 November 2017,ET04,ET0410,ET041005,19-09-2017,Conflict,ET05,ET0502,ET040210,,,,139,596,19-09-2017,Yes,07-11-2017,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,land resources access services safety and security livestock restocking,No,Yes,No,Yes,Yes,Yes
26 November 2017,ET04,ET0410,ET041021,14-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,1048,4531,14-09-2017,Yes,21-11-2017,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Relocation,,,,,,,
23 November 2017,ET04,ET0417,ET041702,09-07-2017,Flash Flood,ET04,ET0417,ET041702,,,,20,100,09-07-2017,Yes,09-07-2017,No,No,house damaged destroyed no livelihood,No,No,Yes,No,Yes,No,Reintegration,livelihood land resources access services,Yes,Yes,No,Yes,No,No
25 November 2017,ET04,ET0417,ET041702,25-07-2017,Flash Flood,ET04,ET0417,ET041702,,,,20,100,25-07-2017,Yes,25-07-2017,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
15 November 2017,ET04,ET0417,ET041710,16-08-2017,Flash Flood,ET04,ET0417,ET041710,,,,36,180,16-08-2017,Yes,16-08-2017,No,No,house damaged destroyed basic infrastructures damage,No,No,Yes,No,No,Yes,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
07 November 2017,ET04,ET0407,ET040701,06-10-2017,Flash Flood,ET04,ET0407,ET040701,,,,45,225,06-10-2017,Yes,06-10-2017,No,No,lack of food house damaged destroyed basic infrastructures damage,No,Yes,Yes,No,No,Yes,Return,livelihood land resources access services,Yes,Yes,No,Yes,No,No
07 November 2017,ET04,ET0407,ET040701,09-09-2017,Flash Flood,ET04,ET0407,ET040701,,,,43,215,09-09-2017,Yes,09-09-2017,No,No,accessibility lack of food house damaged destroyed basic infrastructures damage,Yes,Yes,Yes,No,No,Yes,Return,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
09 November 2017,ET04,ET0408,ET040815,19-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Jijiga,34,99,19-09-2017,Yes,12-10-2017,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Relocation,,,,,,,
13 November 2017,ET04,ET0409,ET040919,14-03-2017,Conflict,ET04,ET0409,ET040991,,,,320,1600,14-03-2017,Yes,14-03-2017,Yes,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Relocation,,,,,,,
10 November 2017,ET04,ET0409,ET040901,11-09-2017,Conflict,ET04,ET0409,ET040901,,,,250,1250,11-09-2017,Yes,11-09-2017,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,livelihood safety and security,Yes,No,No,No,Yes,No
13 September 2017,ET04,ET0409,ET040901,10-09-2017,Conflict,ET04,ET0409,ET040901,Somali,Siti,Miesso,325,1625,10-09-2017,Yes,17-09-2017,No,Yes,,,,,,,,Relocation,,,,,,,
07 November 2017,ET04,ET0409,ET040901,15-09-2017,Conflict,ET05,ET0501,ET050105,Somali,Siti,Afdem,400,2000,15-09-2017,Yes,15-09-2017,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Relocation,,,,,,,
16 November 2017,ET04,ET0409,ET040901,04-09-2017,Conflict,ET04,ET0409,ET040901,,,,135,675,04-09-2017,Yes,04-09-2017,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Relocation,,,,,,,
17 November 2017,ET04,ET0409,ET040902,16-09-2017,Conflict,ET05,ET0501,ET050198,Somali,Fafan,Jijiga,510,2550,16-09-2017,Yes,16-09-2017,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Relocation,,,,,,,
18 November 2017,ET04,ET0409,ET040902,15-09-2017,Conflict,ET05,ET0501,ET050103,,,,198,990,15-09-2017,Yes,15-09-2017,Unknown,Unknown,,,,,,,,Relocation,,,,,,,
27 November 2017,ET04,ET0409,ET040913,09-09-2017,Conflict,ET05,ET0502,ET040210,,,,934,4670,09-09-2017,Yes,09-09-2017,Yes,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Relocation,,,,,,,
27 November 2017,ET04,ET0409,ET040909,16-09-2017,Conflict,ET05,ET0502,ET040210,,,,128,641,16/9/2017,Yes,16-09-2017,Unknown,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Relocation,,,,,,,
20 November 2017,ET04,ET0409,ET040904,15-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,710,3550,15-09-2017,Yes,15-09-2017,Yes,Yes,,,,,,,,Relocation,,,,,,,
23 November 2017,ET04,ET0411,ET041114,24-08-2017,Drought,ET04,ET0409,ET040912,Oromia,West Harerge,Gemechis,38,83,24-08-2017,Yes,02-11-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
25 November 2017,ET04,ET0420,ET042003,27-07-2017,Other,ET04,ET0410,ET041012,Oromia,East Harerge,Meta,147,833,27-07-2017,Yes,27-07-2017,Yes,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
29 November 2017,ET04,ET0414,ET041407,28-10-2017,Conflict,ET05,ET041407,ET050901,,,,50,349,28-10-2017,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,id documentation access services safety and security,No,No,Yes,Yes,Yes,No
28 November 2017,ET04,ET0414,ET041414,15-11-2017,Conflict,ET04,ET0414,ET0414,Oromia,Guji,Gumi-Eldelo,90,810,15-11-2017,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Return,land resources access services safety and security,No,Yes,No,Yes,Yes,No
29 November 2017,ET04,ET0414,ET041416,05-10-2017,Conflict,ET05,ET041407,ET050901,Somali,Liben,Dolo Odo,200,1820,05-10-2017,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,land resources access services safety and security,No,Yes,No,Yes,Yes,No
30 November 2017,ET04,ET0414,ET041413,01-11-2017,Conflict,ET05,ET041407,ET050901,Somali,Liben,Dolo Odo,30,206,01-11-2017,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,land resources id documentation safety and security,No,Yes,Yes,No,Yes,No
09 November 2017,ET04,ET0422,ET042205,28-08-2017,Conflict,ET04,ET0415,ET040500,Oromia,West Guji ,Galana,187,1898,28-08-2017,No,,No,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
08 November 2017,ET04,ET0422,ET042205,09-10-2017,Seasonal Flood,ET04,ET0415,ET040500,Oromia,West Guji ,Galana,800,7120,09-10-2017,Yes,15-10-2017,No,No,accessibility house damaged destroyed basic infrastructures damage,Yes,No,Yes,No,No,Yes,Return,access services safety and security,No,No,No,Yes,Yes,No
10 November 2017,ET04,ET0422,ET042205,28-08-2017,Conflict,ET04,ET0415,ET040500,Oromia,West Guji ,Galana,259,2564,28-08-2017,Yes,28-08-2017,No,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
20 November 2017,ET04,ET0422,ET042206,24-07-2017,Conflict,ET04,ET0415,ET041594,Oromia,West Guji ,Suro Barguda,250,1875,24-07-2017,No,,No,No,accessibility house damaged destroyed lack of security safety no livelihood,Yes,No,Yes,Yes,Yes,No,Reintegration,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
22 November 2017,ET04,ET0422,ET042206,18-09-2017,Conflict,ET04,ET0415,ET041594,Oromia,West Guji ,Suro Barguda,100,790,18-09-2017,Yes,18-09-2017,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,land resources safety and security livestock restocking,No,Yes,No,No,Yes,Yes
20 November 2017,ET04,ET0422,ET042206,13-09-2017,Conflict,ET04,ET0415,ET041594,Oromia,West Guji ,Suro Barguda,150,1365,13-09-2017,Yes,31-10-2017,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Return,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
21 November 2017,ET04,ET0422,ET042206,18-09-2017,Conflict,ET04,ET0415,ET041594,Oromia,West Guji ,Suro Barguda,120,888,18-09-2017,No,,No,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Return,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
24 November 2017,ET04,ET0422,ET042201,20-10-2017,Seasonal Flood,ET04,ET0415,ET041515,Oromia,West Guji ,Dugeda Dawa,51,548,20-10-2017,Yes,20-10-2017,No,No,house damaged destroyed no livelihood,No,No,Yes,No,Yes,No,Return,Livelihood,Yes,No,No,No,No,No
30 November 2017,ET04,ET0412,ET041220,24-09-2017,Conflict,ET04,ET0412,ET041220,Oromia,Borena,Dhaas,59,448,24-09-2017,Yes,26-09-2017,Yes,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood access services safety and security livestock restocking,Yes,No,No,Yes,Yes,Yes
03 December 2017,ET04,ET0412,ET041222,08-09-2017,Conflict,ET04,ET0412,ET041290,Oromia,Borena,Guchi,1612,15233,08-09-2017,No,,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Return,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
03 December 2017,ET04,ET0412,ET041222,07-09-2017,Conflict,ET04,ET0412,ET041290,,,,1635,11813,07-09-2017,No,,No,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Reintegration,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
03 December 2017,ET04,ET0412,ET041222,08-09-2017,Conflict,ET04,ET0412,ET041290,,,,1357,9329,08-09-2017,No,,Yes,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Return,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
02 December 2017,ET04,ET0412,ET041210,07-09-2017,Conflict,ET04,ET0412,ET041210,Oromia,Borena,Moyale,864,5357,07-09-2017,Yes,12-11-2017,Yes,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Reintegration,land resources safety and security,No,Yes,No,No,Yes,No
02 December 2017,ET04,ET0412,ET041210,13-09-2017,Conflict,ET05,ET15,ET041210,Oromia,West Guji ,Bule Hora,139,744,13-09-2017,Yes,12-11-2017,Yes,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Reintegration,livelihood safety and security,Yes,No,No,No,Yes,No
28 November 2017,ET04,ET0412,ET041208,03-10-2017,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,518,3600,03-10-2017,No,,Yes,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood access services safety and security livestock restocking,Yes,No,No,Yes,Yes,Yes
03 December 2017,ET04,ET0411,ET041124,28-10-2016,Conflict,ET05,ET0506,ET050604,,,,728,7073,28-10-2016,Yes,14-11-2017,Yes,No,Nothing ,No,No,No,No,No,No,Return,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
21 November 2017,ET04,ET0411,ET041117,06-09-2017,Conflict,ET04,ET0411,ET042104,,,,260,1560,06-09-2017,Yes,15-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
12 November 2017,ET04,ET0411,ET041118,13-10-2017,Conflict,ET04,ET0411,ET042105,,,,688,3302,13-10-2017,Yes,11-11-2017,Yes,No,accessibility lack of food house damaged destroyed lack of security safety basic infrastructures damage,Yes,Yes,Yes,Yes,No,Yes,Return,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
11 November 2017,ET04,ET0411,ET041118,08-10-2017,Conflict,ET04,ET0411,ET042105,,,,545,3170,08-10-2017,Yes,06-11-2017,Yes,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Return,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
11 November 2017,ET04,ET0411,ET041118,15-10-2017,Conflict,ET04,ET0411,ET042105,,,,539,3127,15-10-2017,Yes,09-11-2017,Yes,No,accessibility lack of food lack of security safety basic infrastructures damage,Yes,Yes,No,Yes,No,Yes,Return,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
14 November 2017,ET04,ET0411,ET041107,01-11-2017,Conflict,ET05,ET041407,ET050901,,,,1950,13650,01-11-2017,Yes,13-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
24 November 2017,ET04,ET0411,ET041115,07-09-2017,Conflict,ET05,ET0508,ET050904,,,,562,2992,07-09-2017,Yes,11-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
18 November 2017,ET04,ET0411,ET041123,17-10-2017,Conflict,ET05,ET0508,ET050805,Somali,Afder,West Imi,97,485,17-10-2017,Yes,06-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
28 November 2017,ET04,ET0411,ET041113,18-10-2017,Conflict,ET05,ET041407,ET160007,Somali,Liben,Karsa Dulla,1085,9007,18-10-2017,Yes,21-11-2017,Yes,No,accessibility lack of security safety,Yes,No,No,Yes,No,No,Return,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
28 November 2017,ET04,ET0411,ET041113,23-10-2017,Conflict,ET05,ET041407,ET160007,Somali,Liben,Karsa Dulla,1115,8443,23-10-2017,Yes,22-11-2017,Yes,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Return,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
08 November 2017,ET04,ET0417,ET041706,17-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Siti,Afdem,49,243,17-09-2017,Yes,11-10-2017,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
29 November 2017,ET04,ET0417,ET041712,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Siti,Shinile,34,180,18-09-2017,Yes,10-11-2017,No,No,Unknown,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
10 November 2017,ET04,ET0417,ET041710,21-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Jijiga,67,335,21-09-2017,Yes,31-10-2017,No,No,house damaged destroyed lack of security safety basic infrastructures damage,No,No,Yes,Yes,No,Yes,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
16 November 2017,ET04,ET0417,ET041704,18-09-2017,Conflict,ET05,ET0502,ET040210,,,,46,230,18-09-2017,Yes,02-11-2017,No,No,lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,No,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
10 November 2017,ET04,ET0417,ET041707,12-10-2017,Conflict,ET05,ET0502,ET041000,Somali,Siti,Shinile,36,180,12-10-2017,Yes,12-10-2017,No,No,lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,No,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
07 November 2017,ET04,ET0417,ET041705,22-09-2017,Conflict,ET05,ET0502,ET040210,,,,30,150,02-09-2017,Yes,28-10-2017,No,No,lack of food house damaged destroyed lack of security safety basic infrastructures damage,No,Yes,Yes,Yes,No,Yes,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
20 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Siti,Tog-Wajale,309,1547,18-09-2017,Yes,25-09-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
21 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,40,202,18-09-2017,Yes,25-09-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
21 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,108,540,18-09-2017,Yes,25-09-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
21 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,58,292,18-09-2017,Yes,25-09-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation,Yes,Yes,Yes,No,No,No
22 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,76,382,18-09-2017,Yes,25-09-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
22 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,59,295,18-09-2017,Yes,18-09-2017,Yes,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
22 November 2017,ET04,ET0410,ET041011,18-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Jijiga,95,475,18-09-2017,Yes,20-09-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
